"activity","time","p","p_peak","p_smooth"
"Boating",650,0.000419491247759508,0.622835029698617,0.607232386578934
"Boating",655,0.000403389741795921,0.598928495298708,0.619649892276264
"Boating",660,0.000429157001680207,0.637186151831466,0.624330825227445
"Boating",665,0.000428949340082863,0.636877828552161,0.636924477438237
"Boating",670,0.000428835935223629,0.636709451931085,0.64295952539839
"Boating",675,0.00044135116070327,0.655291295711925,0.656146052492337
"Boating",680,0.000455593471066942,0.676437409834,0.667174576771193
"Boating",685,0.000451119698291302,0.669795024767655,0.686701171456317
"Boating",690,0.000480805760292445,0.713871079767297,0.700287827379362
"Boating",695,0.000483046085198784,0.717197377603133,0.717120965047904
"Boating",700,0.000485132014173895,0.720294437773283,0.720978391985557
"Boating",705,0.00048859991169077,0.725443360580256,0.730628556637568
"Boating",710,0.000502544793931892,0.746147871559165,0.735081520138352
"Boating",715,0.000494129481204973,0.733653328275634,0.747680740475256
"Boating",720,0.000514057355835244,0.763241021590968,0.736269958423794
"Boating",725,0.00047948865720659,0.711915525404778,0.727169980411899
"Boating",730,0.000475742455995548,0.706353394239949,0.70897818687916
"Boating",735,0.000477299798195666,0.708665640992752,0.719699335500711
"Boating",740,0.000501151350206592,0.74407897126943,0.738315159043447
"Boating",745,0.00051335679048373,0.762200864868159,0.776877283484503
"Boating",750,0.000555216772643283,0.824352014315921,0.789444340696918
"Boating",755,0.000526543806921422,0.781780142906673,0.796252498378149
"Boating",760,0.000527113061845145,0.782625337911853,0.779064795040188
"Boating",765,0.000520488036578853,0.772788904302037,0.776211691511342
"Boating",770,0.000520778948320511,0.773220832320137,0.768290024129059
"Boating",775,0.000511106880547967,0.758860335765004,0.779007859547937
"Boating",780,0.000542144035063661,0.804942410558672,0.77925098365424
"Boating",785,0.00052127019446042,0.773950204639045,0.794004225664682
"Boating",790,0.000540916648485007,0.803120061796329,0.802762827411427
"Boating",795,0.000559841290035731,0.831218215798909,0.830317923219122
"Boating",800,0.000576946839019555,0.856615492062129,0.845190004932348
"Boating",805,0.000570966538827629,0.847736306936007,0.861030915487016
"Boating",810,0.000591848754375557,0.878740947462912,0.86296634308788
"Boating",815,0.000580857481005898,0.862421774864723,0.86856956074531
"Boating",820,0.000582288160065217,0.864545959908295,0.874467780253446
"Boating",825,0.000603766443697998,0.896435605987319,0.879536545617703
"Boating",830,0.000591099210866282,0.877628070957494,0.885095863014002
"Boating",835,0.000593521078318353,0.881223912097193,0.90947360049869
"Boating",840,0.000653023054328684,0.969568818441382,0.920332820077546
"Boating",845,0.000613040884119792,0.910205729694064,0.937975821042863
"Boating",850,0.000629169769237733,0.934152914993143,0.938774067067191
"Boating",855,0.000654635956003111,0.971963556514365,0.968705490502503
"Boating",860,0.000673519034346054,1,0.976111803084643
"Boating",865,0.000644134646732898,0.956371852739565,0.973414514322462
"Boating",870,0.000649185930035741,0.963871690227821,0.952103061441769
"Boating",875,0.000630458026851907,0.936065641357921,0.947310737218319
"Boating",880,0.000634451481983144,0.941994880069215,0.941975783010475
"Boating",885,0.000638406350416699,0.94786682760429,0.941534127318151
"Boating",890,0.000629565636305683,0.934740674280948,0.943348347898396
"Boating",895,0.000638117218263037,0.94743754180995,0.959412700511244
"Boating",900,0.000670865292194299,0.996059885442835,0.941251331203598
"Boating",905,0.000592869552550219,0.880256566358009,0.928752634365163
"Boating",910,0.000612862887587416,0.909941451294646,0.905392002329008
"Boating",915,0.000623663801202185,0.925977989334369,0.907359557442536
"Boating",920,0.000596845110010478,0.886159231698595,0.890768704396646
"Boating",925,0.000579340121620081,0.860168892156975,0.881072299525975
"Boating",930,0.000604071661466816,0.896888774722355,0.870899105725358
"Boating",935,0.000576289591016059,0.855639650296745,0.869141765048172
"Boating",940,0.000575789314432335,0.854896870125417,0.869960899579794
"Boating",945,0.000605726769563028,0.899346178317221,0.894364727938379
"Boating",950,0.000625598919747322,0.9288511353725,0.9218636161248
"Boating",955,0.000631352388283059,0.937393534684679,0.942506943381213
"Boating",960,0.000647437791081314,0.961276160086458,0.90406145852697
"Boating",965,0.000547917622245336,0.813514680809772,0.861577445400627
"Boating",970,0.000545511013795061,0.809941495305651,0.80562536459979
"Boating",975,0.000534383416789418,0.793419917683947,0.804363832607569
"Boating",980,0.000545368624817744,0.809730084833109,0.802530124107082
"Boating",985,0.000541805901059499,0.804440369804189,0.824188125653479
"Boating",990,0.000578144645651602,0.858393922323138,0.817185964733881
"Boating",995,0.000531220358835035,0.788723602074317,0.80306995204879
"Boating",1000,0.000513283691362062,0.762092331748915,0.773616998247886
"Boating",1005,0.00051863327064373,0.770035060920426,0.760323803746936
"Boating",1010,0.000504360700264073,0.748844018571467,0.755657195348686
"Boating",1015,0.000503854542615881,0.748092506554166,0.773173323973045
"Boating",1020,0.000554025608753407,0.822583446793501,0.748550746934347
"Boating",1025,0.000454609377333429,0.674976287455376,0.718790741891185
"Boating",1030,0.000443722753039467,0.658812491424678,0.661639012897004
"Boating",1035,0.000438547276783303,0.651128259810959,0.650769975311486
"Boating",1040,0.000432647866236822,0.642369174698821,0.632572137322751
"Boating",1045,0.00040695298223139,0.604218977458472,0.615982151120816
"Boating",1050,0.000405026262323679,0.601358301205154,0.583187154279868
"Boating",1055,0.000366383702425731,0.543984184175979,0.569925481021962
"Boating",1060,0.000380157014131957,0.564433957684754,0.564672738016888
"Boating",1065,0.000394412795134342,0.585600072189931,0.579579199907906
"Boating",1070,0.000396503059880795,0.588703569849032,0.596064252825038
"Boating",1075,0.000413466004897629,0.613889116436151,0.608225440755749
"Boating",1080,0.000418985169789122,0.622083635982064,0.578224786715036
"Boating",1085,0.000335885025263042,0.498701607726894,0.537391968094404
"Boating",1090,0.000330960963196642,0.491390660574256,0.505748026328751
"Boating",1095,0.000355046778486405,0.527151810685103,0.492872935943125
"Boating",1100,0.000309870169932107,0.460076336570016,0.497819565773548
"Boating",1105,0.000340955911236604,0.506230550065524,0.492087381191795
"Boating",1110,0.000343464572213819,0.509955256939846,0.49597891600706
"Boating",1115,0.000317733238244811,0.47175094101581,0.480163113092465
"Boating",1120,0.000308999178317266,0.458783141321738,0.466594263082329
"Boating",1125,0.000316047935945779,0.469248706909437,0.458869055720102
"Boating",1130,0.000302124015636621,0.44857531892913,0.460348134710459
"Boating",1135,0.000311987741877187,0.463220378292809,0.469872138823737
"Boating",1140,0.000335291730106227,0.497820719249272,0.445176952746524
"Boating",1145,0.000252225981997459,0.374489760697492,0.416521151426321
"Boating",1150,0.000254087058976399,0.377252974332199,0.381225982490574
"Boating",1155,0.000263975825810172,0.39193521244203,0.387045239289319
"Boating",1160,0.000263984122656568,0.391947531093729,0.377465902650243
"Boating",1165,0.00023473146228792,0.348514964414969,0.374763874909485
"Boating",1170,0.000258516224465977,0.383829129219756,0.359409215173166
"Boating",1175,0.000232959155861615,0.345883551884772,0.354166141213091
"Boating",1180,0.000224137531956136,0.332785742534746,0.328814515836243
"Boating",1185,0.000207291817737223,0.307774253089211,0.311045960167523
"Boating",1190,0.000197056774494454,0.292577884878613,0.297643340948812
"Boating",1195,0.000197056774494454,0.292577884878613,0.298734413462437
"Boating",1200,0.000209496392054558,0.311047470630086,0.281717404119973
"Boating",1205,0.000162672935395072,0.241526856851221,0.260941732027272
"Boating",1210,0.000155078342677155,0.230250868600509,0.233869939073613
"Boating",1215,0.000154796288510064,0.229832091769109,0.227602521778554
"Boating",1220,0.000150009260861836,0.222724604966044,0.219071291985255
"Boating",1225,0.000137840505720654,0.204657179220611,0.211546801124851
"Boating",1230,0.000139592625055329,0.207258619187898,0.193034534600136
"Boating",1235,0.000112604169241988,0.167187805391899,0.179672253591393
"Boating",1240,0.000110841253915645,0.164570336194381,0.168491320252433
"Boating",1245,0.000117000910778699,0.17371581917102,0.169722833212653
"Boating",1250,0.000115092511501243,0.170882344272558,0.171826835905379
"Boating",1255,0.000115092511501243,0.170882344272558,0.16967212935563
"Boating",1260,0.000112647203154641,0.167251699521773,0.139418000240579
"Boating",1265,5.39623160215941e-05,0.0801199569274063,0.106115376799982
"Boating",1270,4.78026591585395e-05,0.0709744739507666,0.0725099759705149
"Boating",1275,4.47455718082167e-05,0.0664354970333717,0.06794848933917
"Boating",1280,4.47455718082167e-05,0.0664354970333717,0.0664354970333717
"Boating",1285,4.47455718082167e-05,0.0664354970333717,0.0709955479001294
"Boating",1290,5.39594149772592e-05,0.0801156496336448,0.070197455180369
"Boating",1295,4.31329798944217e-05,0.0640412188740905,0.0693993624606086
"Boating",1300,4.31329798944217e-05,0.0640412188740905,0.0659539517532271
"Boating",1305,4.69977658995759e-05,0.0697794175115004,0.0720431687747716
"Boating",1310,5.54365905992443e-05,0.082308869938724,0.0781323857963161
"Boating",1315,5.54365905992443e-05,0.082308869938724,0.082308869938724
"Boating",1320,5.54365905992443e-05,0.082308869938724,0.0765701262666628
"Boating",1325,4.38411313101458e-05,0.0650926389225405,0.0666548984521938
"Boating",1330,3.54023066104774e-05,0.0525631864953169,0.0567396706377248
"Boating",1335,3.54023066104774e-05,0.0525631864953169,0.0525631864953169
"Boating",1340,3.54023066104774e-05,0.0525631864953169,0.0525631864953169
"Boating",1345,3.54023066104774e-05,0.0525631864953169,0.0619438625640756
"Boating",1350,5.43564982725078e-05,0.0807052147015929,0.0713245386328342
"Boating",1355,5.43564982725078e-05,0.0807052147015929,0.0807052147015929
"Boating",1360,5.43564982725078e-05,0.0807052147015929,0.0816497063344136
"Boating",1365,5.62648975499638e-05,0.083538689600055,0.0825941979672343
"Boating",1370,5.62648975499638e-05,0.083538689600055,0.083538689600055
"Boating",1375,5.62648975499638e-05,0.083538689600055,0.083538689600055
"Boating",1380,5.62648975499638e-05,0.083538689600055,0.0825941979672343
"Boating",1385,5.43564982725078e-05,0.0807052147015929,0.0816497063344136
"Boating",1390,5.43564982725078e-05,0.0807052147015929,0.0807052147015929
"Boating",1395,5.43564982725078e-05,0.0807052147015929,0.0807052147015929
"Boating",1400,5.43564982725078e-05,0.0807052147015929,0.0807052147015929
"Boating",1405,5.43564982725078e-05,0.0807052147015929,0.0807052147015929
"Boating",1410,5.43564982725078e-05,0.0807052147015929,0.0742324309556985
"Boating",1415,4.1277869098311e-05,0.0612868634639099,0.0677596472098042
"Boating",1420,4.1277869098311e-05,0.0612868634639099,0.0612868634639099
"Boating",1425,4.1277869098311e-05,0.0612868634639099,0.0519061873951512
"Boating",1430,2.23236774362806e-05,0.0331448352576339,0.0425255113263926
"Boating",1435,2.23236774362806e-05,0.0331448352576339,0.0331448352576339
"Boating",1440,2.23236774362806e-05,0.0331448352576339,0.0331448352576339
"Fishing",1440,0.000133436259728058,0.079832657729062,0.079832657729062
"Fishing",1445,0.000118095001126982,0.0706542421355137,0.0737137140000298
"Fishing",1450,0.000118095001126982,0.0706542421355137,0.0692370518413146
"Fishing",1455,0.000110988714894249,0.0664026712529162,0.0678198615471154
"Fishing",1460,0.000110988714894249,0.0664026712529162,0.0664026712529162
"Fishing",1465,0.000110988714894249,0.0664026712529162,0.0664026712529162
"Fishing",1470,0.000110988714894249,0.0664026712529162,0.0664026712529162
"Fishing",1475,0.000110988714894249,0.0664026712529162,0.0664026712529162
"Fishing",1480,0.000110988714894249,0.0664026712529162,0.0664026712529162
"Fishing",1485,0.000110988714894249,0.0664026712529162,0.0664026712529162
"Fishing",1490,0.000110988714894249,0.0664026712529162,0.0664026712529162
"Fishing",1495,0.000110988714894249,0.0664026712529162,0.066054952525824
"Fishing",1500,0.000109245131965892,0.0653595150716395,0.0517992512131734
"Fishing",1505,3.95056583204733e-05,0.0236355673149645,0.0375435499005229
"Fishing",1510,3.95056583204733e-05,0.0236355673149645,0.0236355673149645
"Fishing",1515,3.95056583204733e-05,0.0236355673149645,0.0236355673149645
"Fishing",1520,3.95056583204733e-05,0.0236355673149645,0.0236355673149645
"Fishing",1525,3.95056583204733e-05,0.0236355673149645,0.0236355673149645
"Fishing",1530,3.95056583204733e-05,0.0236355673149645,0.0230115723865684
"Fishing",1535,3.6376730196207e-05,0.021763582529776,0.0223875774581722
"Fishing",1540,3.6376730196207e-05,0.021763582529776,0.021763582529776
"Fishing",1545,3.6376730196207e-05,0.021763582529776,0.021763582529776
"Fishing",1550,3.6376730196207e-05,0.021763582529776,0.021763582529776
"Fishing",1555,3.6376730196207e-05,0.021763582529776,0.021763582529776
"Fishing",1560,3.6376730196207e-05,0.021763582529776,0.0208052964165448
"Fishing",1565,3.15715495219186e-05,0.0188887241900822,0.0202918112686719
"Fishing",1570,3.38019366402689e-05,0.0202231270861574,0.019778326120799
"Fishing",1575,3.38019366402689e-05,0.0202231270861574,0.0202231270861574
"Fishing",1580,3.38019366402689e-05,0.0202231270861574,0.0202231270861574
"Fishing",1585,3.38019366402689e-05,0.0202231270861574,0.0202231270861574
"Fishing",1590,3.38019366402689e-05,0.0202231270861574,0.0202231270861574
"Fishing",1595,3.38019366402689e-05,0.0202231270861574,0.0202231270861574
"Fishing",1600,3.38019366402689e-05,0.0202231270861574,0.0202231270861574
"Fishing",1605,3.38019366402689e-05,0.0202231270861574,0.0202231270861574
"Fishing",1610,3.38019366402689e-05,0.0202231270861574,0.0202231270861574
"Fishing",1615,3.38019366402689e-05,0.0202231270861574,0.0202231270861574
"Fishing",180,3.38019366402689e-05,0.0202231270861574,0.0175180655824161
"Fishing",185,2.02378151518445e-05,0.0121079425749334,0.0148130040786747
"Fishing",190,2.02378151518445e-05,0.0121079425749334,0.0121079425749334
"Fishing",195,2.02378151518445e-05,0.0121079425749334,0.0121079425749334
"Fishing",200,2.02378151518445e-05,0.0121079425749334,0.0121079425749334
"Fishing",205,2.02378151518445e-05,0.0121079425749334,0.0121079425749334
"Fishing",210,2.02378151518445e-05,0.0121079425749334,0.0121079425749334
"Fishing",215,2.02378151518445e-05,0.0121079425749334,0.0121079425749334
"Fishing",220,2.02378151518445e-05,0.0121079425749334,0.0121079425749334
"Fishing",225,2.02378151518445e-05,0.0121079425749334,0.0121079425749334
"Fishing",230,2.02378151518445e-05,0.0121079425749334,0.0121079425749334
"Fishing",235,2.02378151518445e-05,0.0121079425749334,0.0326864663194605
"Fishing",240,0.000123425707825313,0.0738435138085146,0.0528092512753009
"Fishing",245,0.000121140474647367,0.0724762974424546,0.0729320362311413
"Fishing",250,0.000121140474647367,0.0724762974424546,0.0728107499768963
"Fishing",255,0.00012281753626057,0.0734796550457797,0.073145202511338
"Fishing",260,0.00012281753626057,0.0734796550457797,0.0734796550457797
"Fishing",265,0.00012281753626057,0.0734796550457797,0.0734796550457797
"Fishing",270,0.00012281753626057,0.0734796550457797,0.0738139047557159
"Fishing",275,0.00012449358084099,0.0744824041755884,0.0750400140658637
"Fishing",280,0.000128965675819664,0.077157982976223,0.0829001932239151
"Fishing",285,0.000162231214978459,0.0970601925199338,0.0904261226720302
"Fishing",290,0.000162231214978459,0.0970601925199338,0.0976179235099138
"Fishing",295,0.000165027872612855,0.0987333854898736,0.0993246724730277
"Fishing",300,0.000170789449330581,0.102180439409276,0.101605911785254
"Fishing",305,0.000173670144234749,0.103903910456613,0.105615001684139
"Fishing",310,0.00018513084711871,0.110760655186527,0.10985142635367
"Fishing",315,0.000192032359635801,0.11488971341787,0.11799404747299
"Fishing",320,0.000214500085418678,0.128331773814574,0.123851087015672
"Fishing",325,0.000214500085418678,0.128331773814574,0.131510408313513
"Fishing",330,0.00023043886701432,0.137867677311392,0.134434475833211
"Fishing",335,0.000229162379426663,0.137103976373667,0.138594055915127
"Fishing",340,0.000235357670170043,0.140810514060322,0.142376514366649
"Fishing",345,0.000249405432428972,0.149215052665959,0.150512357052499
"Fishing",350,0.000269958331181896,0.161511504431215,0.15741268717613
"Fishing",355,0.000269958331181896,0.161511504431215,0.168009102086905
"Fishing",360,0.000302539551188456,0.181004297398283,0.171615271918305
"Fishing",365,0.000288040923992946,0.172330013925415,0.177307893411918
"Fishing",370,0.000298503120060151,0.178589368912056,0.189565767571245
"Fishing",375,0.000364004805881175,0.217777919876265,0.209996595175928
"Fishing",380,0.000390488216727575,0.233622496739462,0.231727285485911
"Fishing",385,0.000407468377590993,0.243781439842006,0.252897247238224
"Fishing",390,0.000470158374928132,0.281287805133203,0.270108724593251
"Fishing",395,0.000476792564897096,0.285256928804545,0.286390378465642
"Fishing",400,0.000489110266639406,0.292626401459178,0.292930968966494
"Fishing",405,0.000502955176049617,0.300909576635759,0.300195524126967
"Fishing",410,0.000513219577229249,0.307050594285964,0.310627012789912
"Fishing",415,0.000541417387691409,0.323920867448014,0.334465809034306
"Fishing",420,0.00062249121171813,0.372425965368939,0.36350057973338
"Fishing",425,0.000658810040368845,0.394154906383188,0.397087544331987
"Fishing",430,0.000709834138147104,0.424681761243834,0.418844981051749
"Fishing",435,0.000731590585072632,0.437698275528226,0.437846772991117
"Fishing",440,0.00075409165005013,0.451160282201291,0.452313783138494
"Fishing",445,0.000782376770890159,0.468082791685964,0.467468036735036
"Fishing",450,0.00080757929607443,0.483161036317852,0.48033740577824
"Fishing",455,0.000818623153285808,0.489768389330905,0.490365255475454
"Fishing",460,0.000832659905440905,0.498166340777605,0.500224674208385
"Fishing",465,0.000857017859047491,0.512739292516645,0.51348249281436
"Fishing",470,0.000885102478060575,0.52954184514883,0.525702111576972
"Fishing",475,0.000893933334236909,0.534825197065442,0.547566169971739
"Fishing",480,0.000966651870653677,0.578331467700945,0.563569682322374
"Fishing",485,0.000965349668545998,0.577552382200735,0.582510002336641
"Fishing",490,0.000988906702253798,0.591646157108241,0.591622099391906
"Fishing",495,0.00101234310218427,0.605667758866741,0.606667114229825
"Fishing",500,0.00104079061832641,0.622687426714494,0.617268373303788
"Fishing",505,0.0010420651113364,0.623449934330128,0.626564073261339
"Fishing",510,0.00105895498267933,0.633554858739396,0.632474054724923
"Fishing",515,0.00107042532587577,0.640417371105246,0.641342331174742
"Fishing",520,0.00108653374134422,0.650054763679584,0.649901697835334
"Fishing",525,0.00110187463130382,0.65923295872117,0.65457081505725
"Fishing",530,0.00109383790749514,0.654424722770994,0.65942224018461
"Fishing",535,0.0011108604783624,0.664609039061666,0.675255885699463
"Fishing",540,0.00118127005025126,0.70673389526573,0.693369789478935
"Fishing",545,0.00118466733638412,0.70876643410941,0.709100821369011
"Fishing",550,0.00118974135681938,0.711802134731892,0.71226593102593
"Fishing",555,0.00119714101357363,0.71622922423649,0.720250548180541
"Fishing",560,0.00122470499060156,0.732720285573243,0.729353075034143
"Fishing",565,0.00123538460002222,0.739109715292698,0.745559486790011
"Fishing",570,0.00127840561241694,0.764848459504092,0.763215738860461
"Fishing",575,0.0013132395942631,0.785689041784593,0.780159325993735
"Fishing",580,0.00132034565322103,0.789940476692522,0.803934307068741
"Fishing",585,0.00139762165657724,0.83617340272911,0.825426314235751
"Fishing",590,0.00142100801129916,0.85016506328562,0.845244921233325
"Fishing",595,0.00141972305838341,0.849396297685245,0.860418865081853
"Fishing",600,0.00147370910136742,0.881695234274692,0.866183047225967
"Fishing",605,0.00144991163022836,0.867457609717962,0.879983928847689
"Fishing",610,0.00148892549045584,0.890798942550413,0.886153729202708
"Fishing",615,0.00150464663142323,0.900204635339749,0.893263700747632
"Fishing",620,0.00148556350641719,0.888787524352732,0.897755397102186
"Fishing",625,0.0015114484219892,0.904274031614077,0.910613118681293
"Fishing",630,0.00156911973021308,0.938777800077069,0.912578996337525
"Fishing",635,0.00149542110238077,0.894685157321427,0.916103643842716
"Fishing",640,0.00152912223343421,0.914847974129651,0.911754014224233
"Fishing",645,0.00154730917082538,0.925728911221622,0.927363763185056
"Fishing",650,0.00157369382594567,0.941514404203894,0.936249040318418
"Fishing",655,0.00157367611079654,0.941503805529739,0.948525686156971
"Fishing",660,0.0016088685532624,0.962558848737279,0.943973093258412
"Fishing",665,0.00155086553790934,0.927856625508217,0.939045048575387
"Fishing",670,0.00154896517661317,0.926719671480665,0.931105640985533
"Fishing",675,0.00156905759556478,0.938740625967718,0.940226399644677
"Fishing",680,0.00159660020174161,0.955218901485649,0.947040829127776
"Fishing",685,0.00158313510186448,0.947162959929962,0.959106620780494
"Fishing",690,0.00162955968160058,0.974938000925871,0.956144067179644
"Fishing",695,0.00158174492510472,0.946331240683099,0.963365665719866
"Fishing",700,0.00161934671472605,0.968827755550628,0.961718298486951
"Fishing",705,0.00162129920794687,0.969995899227125,0.968700294086442
"Fishing",710,0.00161675508528487,0.967277227481572,0.968097567031184
"Fishing",715,0.00161632443113265,0.967019574384856,0.969249004023419
"Fishing",720,0.00162707291446975,0.97345021020383,0.932580602663858
"Fishing",725,0.00143288693657938,0.857272023402887,0.896685610168348
"Fishing",730,0.00143633442411737,0.859334596898327,0.859885478580009
"Fishing",735,0.00144254422446997,0.863049815438813,0.865982309537963
"Fishing",740,0.00146345857263782,0.875562516276749,0.864227296217541
"Fishing",745,0.00142753417545054,0.854069556937061,0.874558851899172
"Fishing",750,0.00149435024671243,0.894044482483705,0.868150387651132
"Fishing",755,0.00143132429861321,0.856337123532628,0.868057295928135
"Fishing",760,0.00142706738109538,0.85379028176807,0.857934929486399
"Fishing",765,0.00144359317225178,0.863677383158497,0.859843300077861
"Fishing",770,0.00144089353410443,0.862062235307015,0.860552023044649
"Fishing",775,0.00143062116514423,0.855916450668434,0.86728309260102
"Fishing",780,0.00147734510176738,0.88387059182761,0.854286459843146
"Fishing",785,0.00137572388623342,0.823072337033395,0.838295058862978
"Fishing",790,0.0013504347052929,0.807942247727928,0.814844469246947
"Fishing",795,0.00135975566948014,0.813518822979519,0.815880699120114
"Fishing",800,0.0013809199040948,0.826181026652894,0.82563887639992
"Fishing",805,0.00139936560832258,0.837216779567348,0.844258302846682
"Fishing",810,0.00145311996527132,0.869377102319803,0.849149635069229
"Fishing",815,0.00140544674920169,0.840855023320536,0.853609978692737
"Fishing",820,0.00142173132633147,0.850597810437872,0.850278323166937
"Fishing",825,0.00143641388289685,0.859382135742404,0.856202326646329
"Fishing",830,0.00143515176802702,0.858627033758711,0.86845026677988
"Fishing",835,0.00148314676835549,0.887341630838525,0.885683791281146
"Fishing",840,0.00152282878314425,0.911082709246202,0.883767628746184
"Fishing",845,0.00142554346101447,0.852878546153826,0.87411264558224
"Fishing",850,0.00143473331660095,0.858376681346692,0.855687427729404
"Fishing",855,0.00143043831695304,0.855807055687692,0.867839067697781
"Fishing",860,0.00148647602043565,0.88933346605896,0.885884880893292
"Fishing",865,0.00152522131556244,0.912514120933223,0.911192914929967
"Fishing",870,0.00155734162315582,0.931731157797718,0.912150223845581
"Fishing",875,0.00149127630110039,0.892205392805802,0.914007003967846
"Fishing",880,0.0015345318584543,0.918084461300017,0.916212805164027
"Fishing",885,0.00156840227939707,0.938348561386262,0.935656765900172
"Fishing",890,0.00158877509928907,0.950537275014237,0.947957697654504
"Fishing",895,0.00159621301894023,0.954987256563012,0.968508177192416
"Fishing",900,0.00167144954864108,1,0.966509271849222
"Fishing",905,0.00157875189098809,0.944540558984654,0.970777475023762
"Fishing",910,0.00161761527774901,0.967791866086632,0.964673952589625
"Fishing",915,0.0016408443591881,0.98168943269759,0.978190299605182
"Fishing",920,0.00164652756734338,0.985089600031324,0.98026423354792
"Fishing",925,0.00162801470560651,0.974013667914846,0.984797111169554
"Fishing",930,0.00166357378795228,0.995288065562493,0.96372722012322
"Fishing",935,0.00154087578770544,0.921879926892322,0.946589782987647
"Fishing",940,0.00154208162091115,0.922601356508125,0.922828451004358
"Fishing",945,0.00154442618509654,0.924004069612626,0.927488038467012
"Fishing",950,0.00156424058378936,0.935858689280284,0.933082233550637
"Fishing",955,0.00157013286545376,0.939383941759,0.955749428476966
"Fishing",960,0.00165808740328226,0.992005654391612,0.949617561379447
"Fishing",965,0.00153349326431194,0.917463087987728,0.947384727999183
"Fishing",970,0.00155893666041686,0.932685441618209,0.927405222368958
"Fishing",975,0.00155790319627912,0.932067137500936,0.930564232765751
"Fishing",980,0.00154933364381755,0.926940119178106,0.928881667343665
"Fishing",985,0.00155049969077095,0.927637745351954,0.927461898605754
"Fishing",990,0.00155078398083065,0.927807831287201,0.913101204724126
"Fishing",995,0.0014773241178977,0.883858037533224,0.898492287772787
"Fishing",1000,0.0014772454878376,0.883810994497938,0.88633863425932
"Fishing",1005,0.00148984132479237,0.891346870746798,0.89065250079001
"Fishing",1010,0.00149895534869456,0.896799637125295,0.899241872544934
"Fishing",1015,0.00152031559246624,0.909579109762711,0.919626577087087
"Fishing",1020,0.00159205734041086,0.952500984373256,0.889559537805187
"Fishing",1025,0.00134818873098444,0.806598519279593,0.865497195355908
"Fishing",1030,0.00139965861818795,0.837392082414874,0.821201747169805
"Fishing",1035,0.00136994451977831,0.819614639814946,0.818769679400371
"Fishing",1040,0.00133599349525799,0.799302315971294,0.804440804991153
"Fishing",1045,0.00132780864619648,0.794405459187218,0.80040012941929
"Fishing",1050,0.00134968316369592,0.807492613099357,0.774482876368187
"Fishing",1055,0.00120603535251514,0.721550556817987,0.750662674003453
"Fishing",1060,0.00120836584672326,0.722944852093015,0.716603857705451
"Fishing",1065,0.00117890038431029,0.70531616420535,0.712129172516915
"Fishing",1070,0.00118359772089907,0.708126501252378,0.701552741507409
"Fishing",1075,0.00115533193421205,0.691215559064499,0.708302237398848
"Fishing",1080,0.00121274470989419,0.725564651879666,0.693793047629326
"Fishing",1085,0.00111084358482483,0.664598931943812,0.686462137355659
"Fishing",1090,0.0011185721942079,0.669222828243499,0.666034148244055
"Fishing",1095,0.00111031165035348,0.664280684544854,0.666905584694068
"Fishing",1100,0.00111521327100796,0.667213241293851,0.666235722377519
"Fishing",1105,0.00111521327100796,0.667213241293851,0.667184290589447
"Fishing",1110,0.00111506810208253,0.667126389180639,0.643614675888658
"Fishing",1115,0.000997027005448124,0.596504397191484,0.614551244634472
"Fishing",1120,0.000969479093852647,0.580022947531293,0.585449276199258
"Fishing",1125,0.000969140686065716,0.579820483874998,0.575521552507888
"Fishing",1130,0.000947245937599203,0.566721226117374,0.569822815479187
"Fishing",1135,0.000940903639549307,0.56292673644519,0.567802298406193
"Fishing",1140,0.000959009109016682,0.573758932656015,0.535039956821753
"Fishing",1145,0.000782964134437994,0.468434201364055,0.51526116502709
"Fishing",1150,0.000841725881695739,0.503590361061199,0.496615984068131
"Fishing",1155,0.000865515671122131,0.517823389779137,0.528180878997529
"Fishing",1160,0.000941241522585931,0.56312888615225,0.544206160070081
"Fishing",1165,0.000922082228142431,0.551666204278857,0.556094339405905
"Fishing",1170,0.000925127147077209,0.553487927786607,0.544130936328513
"Fishing",1175,0.000881252848564181,0.527238676920077,0.535364500705357
"Fishing",1180,0.000878124263545884,0.525366897409388,0.524614881893168
"Fishing",1185,0.000871224810542119,0.52123907135004,0.520910032252398
"Fishing",1190,0.000862675440784635,0.516124127997765,0.518416855856977
"Fishing",1195,0.00086562260786346,0.517887368223126,0.52044496021147
"Fishing",1200,0.000881394432865861,0.527323384413519,0.501958379440766
"Fishing",1205,0.000769977279529305,0.460664385685654,0.484106407672576
"Fishing",1210,0.000776106597400576,0.464331452918556,0.459158426682916
"Fishing",1215,0.00075629655817184,0.452479441444538,0.455372602639601
"Fishing",1220,0.000750993837864003,0.449306913555708,0.448820429091994
"Fishing",1225,0.000743251714844281,0.444674932275736,0.450673490998326
"Fishing",1230,0.000765588456632666,0.458038627163533,0.427407240857786
"Fishing",1235,0.000634328747976076,0.379508163134088,0.397810874828154
"Fishing",1240,0.00059484521691935,0.355885834186842,0.365131537816309
"Fishing",1245,0.000601722867337651,0.360000616127998,0.338741004369295
"Fishing",1250,0.000501997412320849,0.300336562793046,0.323879347084261
"Fishing",1255,0.000520323685835962,0.311300862331738,0.308012973324215
"Fishing",1260,0.000522163337558253,0.31240149484786,0.284213701188442
"Fishing",1265,0.00038265956431288,0.228938746385729,0.257727743554119
"Fishing",1270,0.000387513860036313,0.231842989428768,0.2294078605668
